tool_id,g1,g2,g3,g4,g5,description,scope,returns,inputs
token.wallet_native_balance_usd,token,wallet,wallet_native_balance_usd,Native Balance USD,Ethereum transactions + prices,Computes net native token balance in USD for wallet.,generic,"[""balance:number"",""token_price:number"",""balance_usd:number""]","[{""key"": ""chain"", ""label"": ""Chain"", ""type"": ""chain"", ""required"": true, ""default"": null}, {""key"": ""native_token"", ""label"": ""Native Token"", ""type"": ""text"", ""required"": true, ""default"": null}, {""key"": ""wallet_address"", ""label"": ""Wallet Address"", ""type"": ""wallet_address"", ""required"": true, ""default"": null}]"
price.price_correlation_calculator,price,correlation,price_correlation_calculator,Price Correlation Matrix,Multi-token daily prices,Calculates daily returns and correlations across tokens.,generic,"[""day:string"",""sol_price:number"",""btc_price:number"",""eth_price:number"",""sol_return:number"",""corr_sol_btc:number""]","[{""key"": ""token_symbols"", ""label"": ""Tokens"", ""type"": ""text"", ""required"": true, ""default"": null}, {""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": true, ""default"": ""30""}]"
infra.top_contracts_by_daily_txs,infra,contract,top_contracts_by_daily_txs,Contract Tx Leaderboard,Ethereum Transactions,Ranks contracts by daily interaction count.,generic,"[""day:string"",""contract_address:string"",""tx_count:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}, {""key"": ""top_n"", ""label"": ""Top N"", ""type"": ""top_n"", ""required"": false, ""default"": ""10""}]"
infra.weekly_network_stats,infra,network,weekly_network_stats,Network Usage Metrics,Ethereum Transactions,"Aggregates weekly users, txs, cumulative txs, gas usage with median.",generic,"[""time:string"",""user_count:number"",""tx_count:number"",""cum_tx_count:number"",""total_gas_used:number"",""avg_gas_used:number"",""median_gas_used:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""365""}]"
token.wallet_netflow_daily,token,wallet,wallet_netflow_daily,Wallet Netflow,Ethereum Transactions,"Calculates daily inflows, outflows, netflow for wallet.",generic,"[""day:string"",""inflow:number"",""outflow:number"",""netflow:number""]","[{""key"": ""wallet_address"", ""label"": ""Wallet Address"", ""type"": ""wallet_address"", ""required"": true, ""default"": null}, {""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}]"
infra.bridge_wallet_distribution,infra,bridge,bridge_wallet_distribution,Bridger Value Bins,Ethereum Transactions,Bins bridge depositors by total bridged ETH amount.,generic,"[""value_range:string"",""wallet_count:number""]","[{""key"": ""pool_address"", ""label"": ""Pool Address"", ""type"": ""pool_address"", ""required"": true, ""default"": null}]"
infra.double_nonce_detector,infra,anomaly,double_nonce_detector,Duplicate Nonce Detection,Replay Attempt Finder,Identifies duplicate nonces from same sender across transactions.,generic,"[""sender:string"",""nonce:number"",""hash_a:string"",""hash_b:string"",""time_a:timestamp"",""time_b:timestamp""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}, {""key"": ""date_to"", ""label"": ""End Date"", ""type"": ""date_to"", ""required"": false, ""default"": null}]"
infra.daily_new_addresses,infra,wallet,daily_new_addresses,Daily New Addresses,Ethereum First TX,Counts daily new addresses by earliest transaction timestamp.,generic,"[""day:string"",""new_users:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": true, ""default"": ""30""}]"
infra.activity_seasonality_heatmap,infra,activity,activity_seasonality_heatmap,Hourly Patterns,Weekday Activity Heatmap,Aggregates activity by weekday-hour with metric and normalization options.,generic,"[""weekday:string"",""hour:number"",""value:number""]","[{""key"": ""metric"", ""label"": ""Metric (tx/uniq/fee)"", ""type"": ""text"", ""required"": true, ""default"": ""tx""}, {""key"": ""norm"", ""label"": ""Normalization (none/row/col)"", ""type"": ""text"", ""required"": false, ""default"": ""none""}, {""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""365""}]"
defi.bridge_user_classifier,defi,bridge,bridge_user_classifier,User Activity Buckets,Nonce Value Segments,Classifies bridge users into activity tiers by nonce and value.,protocol:zksync,"[""wallet:string"",""tier:string"",""max_nonce:number"",""total_value:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}]"
infra.daily_median_gas_price,infra,gas,daily_median_gas_price,Daily Median Gas,Ethereum Transactions,Computes daily median gas price in Gwei using percentile.,generic,"[""dt:string"",""median_gas_price_gwei:number""]",[]
wallet.wallet_cumulative_gas_fees,wallet,gas,wallet_cumulative_gas_fees,Cumulative Gas Fees,Wallet Transactions,Cumulative ETH spent on gas fees by wallet over time.,generic,"[""block_time:timestamp"",""cumulative_eth:number""]",[]
infra.daily_avg_txs_per_block,infra,network,daily_avg_txs_per_block,Avg Txs Per Block,Ethereum Blocks,Daily average transactions per block with moving average.,generic,"[""date:string"",""avg_transactions_per_block:number"",""monthly_ma:number""]",[]
defi.protocol_daily_success_rate,defi,protocol,protocol_daily_success_rate,Daily Success Rate,Protocol Transactions,Daily transaction success rate for protocol contract.,generic,"[""day:string"",""success_rate:number""]",[]
infra.bridge_daily_activity,infra,bridge,bridge_daily_activity,Bridge Deposits Daily,L1 Bridge Txs,Daily unique depositors and ETH volume to L1 bridge.,generic,"[""day:string"",""users:number"",""eth_value:number""]",[]
infra.top_contract_depositors,infra,holders,top_contract_depositors,Top Depositors,Contract Deposits,Top wallets by total ETH deposited to contract.,generic,"[""wallet:string"",""total_eth:number"",""deposit_count:number""]",[]
infra.bridge_deposit_volume,infra,bridge,bridge_deposit_volume,Bridge Deposits,Ethereum Transactions,Aggregates daily ETH deposits and unique depositors to bridges.,protocol:zkSync,"[""day:string"",""eth_deposited:number"",""unique_depositors:number""]","[{""key"": ""protocol"", ""label"": ""Protocol"", ""type"": ""protocol"", ""required"": true, ""default"": ""zkSync""}, {""key"": ""pool_address"", ""label"": ""Pool Address"", ""type"": ""pool_address"", ""required"": true, ""default"": ""0x32400084C286CF3E17e7B677ea9583e60a000324""}]"
infra.eip1559_tx_share,infra,gas,eip1559_tx_share,EIP-1559 tx pct,Ethereum transactions,Percentage of DynamicFee transactions over time.,generic,"[""period:timestamp"",""pct_dynamic:number""]","[{""key"": ""interval"", ""label"": ""Interval"", ""type"": ""interval"", ""required"": true, ""default"": ""minute""}]"
infra.l2_gas_consumption_pct,infra,l2,l2_gas_consumption_pct,L2 L1 gas share,L2 settlement txs,Daily percentage of L1 gas used by L2 settlement addresses.,generic,"[""dt:date"",""total_gas:number"",""l2_gas:number"",""pct:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}, {""key"": ""date_to"", ""label"": ""End Date"", ""type"": ""date_to"", ""required"": true, ""default"": null}]"
defi.first_interaction_cohort,defi,holders,first_interaction_cohort,New user cohorts,First tx analysis,Weekly new users by first tx date to contract with cumulative.,generic,"[""week:date"",""new_users:number"",""cumulative_users:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""method_id"", ""label"": ""Method sig"", ""type"": ""text"", ""required"": false, ""default"": null}, {""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""365""}]"
infra.gas_price_distribution_by_period,infra,gas,gas_price_distribution_by_period,Gas price percentiles,Ethereum transactions,Computes average and percentile gas prices over time periods.,generic,"[""period:string"",""avg_gwei:number"",""p10_gwei:number"",""median_gwei:number"",""p90_gwei:number"",""p99_gwei:number""]",[]
infra.bridge_cumulative_stats,infra,bridge,bridge_cumulative_stats,Cumulative depositors volume,Ethereum transactions,"Calculates daily unique depositors, volume, and cumulatives for bridge deposits.",generic,"[""date:string"",""daily_users:number"",""daily_volume:number"",""cum_users:number"",""cum_volume:number""]",[]
infra.depositor_frequency_buckets,infra,bridge,depositor_frequency_buckets,Deposit frequency distribution,Ethereum transactions,Buckets wallets by number of deposits to bridge contract.,generic,"[""frequency_bucket:string"",""wallet_count:number""]",[]
infra.eip1167_target_leaderboard,infra,contract,eip1167_target_leaderboard,Clone Deploy Counts,EIP1167 bytecode parse,Counts deployments of EIP-1167 minimal proxy clones per target implementation address.,generic,"[""target_address:string"",""deploy_count:number""]","[{""key"": ""block_min"", ""label"": ""Min Block Number"", ""type"": ""number"", ""required"": false, ""default"": ""6068064""}]"
wallet.monthly_new_addresses,wallet,cohort,monthly_new_addresses,New Addresses Monthly,First appearance union,Counts unique addresses by month of first transaction appearance.,generic,"[""month:string"",""new_addresses:number""]",[]
infra.gas_price_by_dow_hour,infra,price,gas_price_by_dow_hour,Gas Price Percentiles,Dow/hour percentiles,Computes gas price average and percentiles by day-of-week and hour.,generic,"[""day_of_week:number"",""hour_of_day:number"",""avg_gwei:number"",""p25_gwei:number"",""median_gwei:number"",""p75_gwei:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""30""}]"
wallet.whale_top_destinations,wallet,whale,whale_top_destinations,Whale Counterparties,Top spenders top tos,Identifies top N value-sending wallets in period and ranks their top M destinations by total value.,generic,"[""whale_from:string"",""top_to:string"",""total_value:number"",""destination_rank:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}, {""key"": ""top_n_whales"", ""label"": ""Top Whale Tx Count"", ""type"": ""number"", ""required"": false, ""default"": ""10""}, {""key"": ""top_n_dests"", ""label"": ""Top Dest per Whale"", ""type"": ""number"", ""required"": false, ""default"": ""5""}]"
infra.daily_gas_metrics,infra,gas,daily_gas_metrics,Gas Trends,Ethereum Transactions,"Computes daily median gas price, total fees with 7-day moving averages.",generic,"[""time:string"",""median_gas:number"",""median_gas_ma_7:number"",""sum_gas:number"",""sum_gas_ma_7:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": ""6 months ago""}]"
infra.top_contracts_activity,infra,contract,top_contracts_activity,Contract Activity,Ethereum Transactions,Ranks contracts by transaction volume.,generic,"[""contract_address:string"",""tx_count:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": ""30""}, {""key"": ""top_n"", ""label"": ""Top N"", ""type"": ""top_n"", ""required"": false, ""default"": ""10""}]"
infra.daily_gas_percentiles,infra,gas,daily_gas_percentiles,Gas Price Percentiles,Daily medians,Computes daily gas price percentiles.,generic,"[""dt:string"",""p50_gwei:number"",""p75_gwei:number"",""p95_gwei:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}, {""key"": ""days_back"", ""label"": ""Days Back"", ""type"": ""number"", ""required"": false, ""default"": ""90""}]"
token.top_interactive_wallets,token,wallet,top_interactive_wallets,Interaction Leaders,Send/Receive Counts,Ranks wallets by total send+receive tx using NTILE for top quintile.,generic,"[""participant:string"",""transaction_count:number""]","[{""key"": ""top_n"", ""label"": ""Top N"", ""type"": ""top_n"", ""required"": false, ""default"": ""50""}]"
infra.daily_active_passive_classifier,infra,wallet,daily_active_passive_classifier,User cohorts,Senders vs receivers,"Classifies daily active senders, passive receivers, unique addresses.",generic,"[""day:date"",""active_users:number"",""passive_users:number"",""unique_users:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}]"
infra.wallet_cumulative_gas,infra,wallet,wallet_cumulative_gas,Cumulative spend,Gas and tx history,Tracks cumulative transactions and gas fees over wallet lifetime.,generic,"[""block_time:timestamp"",""cum_eth_gas:number"",""cum_txs:number""]","[{""key"": ""wallet_address"", ""label"": ""Wallet Address"", ""type"": ""wallet_address"", ""required"": true, ""default"": null}]"
infra.top_gas_spenders,infra,gas,top_gas_spenders,Gas Spenders,Ethereum Transactions,Ranks wallets by total gas spent and tx count.,generic,"[""wallet:string"",""tx_count:number"",""total_gas_eth:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": ""7""}, {""key"": ""top_n"", ""label"": ""Top N"", ""type"": ""top_n"", ""required"": false, ""default"": ""15""}]"
infra.gas_price_percentiles_by_weekday,infra,gas,gas_price_percentiles_by_weekday,Gas Price Percentiles,Ethereum Transactions,"Computes average, median, and percentile gas prices by weekday.",generic,"[""weekday:string"",""avg_gas_price:number"",""median_gas_price:number"",""p90_gas_price:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""7""}]"
